nace_r2,sizeclas,unit,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
C,TOTAL,AVG_A,SK	1.3 	1.1 	0.8 	0.6 	0.6 	0.4 	0.5 	0.5 	0.5 	0.4 	1.1 
C,TOTAL,AVG_A,UK	2.4 p	2.1 	2.0 	2.0 	1.9 	1.6 	1.5 	1.6 	1.3 	1.1 	1.8 
D,GE10,AVG_3Y,BE	2.3 	1.9 	1.5 	1.4 	1.6 	: 	: 	: 	: 	: 	: 
D,GE10,AVG_3Y,BG	1.0 p	1.1 p	0.9 	0.7 	0.8 	0.9 	1.1 	1.1 	: 	: 	: 
D,GE10,AVG_3Y,CY	0.5 	0.3 	0.0 	0.0 	0.0 	0.0 	0.0 	0.1 	: 	: 	: 
D,GE10,AVG_3Y,CZ	0.4 	0.3 	0.3 	0.2 	0.1 	0.1 	0.1 	0.1 	0.5 	: 	: 
D,GE10,AVG_3Y,DE	0.7 	0.7 	0.7 	0.7 	0.7 	0.8 	: 	: 	: 	: 	: 
D,GE10,AVG_3Y,DK	2.2 p	1.9 	1.8 	1.4 	1.3 	1.1 	0.9 	: 	: 	: 	: 
D,GE10,AVG_3Y,EE	1.4 	1.1 	1.2 	1.2 	1.7 	1.7 	1.7 	1.1 	1.3 	: 	: 
D,GE10,AVG_3Y,EL	0.1 	0.1 	0.0 	: 	: 	: 	: 	: 	: 	: 	: 
D,GE10,AVG_3Y,ES	0.7 p	0.7 	0.7 	0.6 b	0.4 b	0.2 b	0.1 	0.2 	: 	: 	: 
D,GE10,AVG_3Y,FI	: c	: c	: c	: c	: c	: c	2.3 	2.1 	: 	: 	: 
D,GE10,AVG_3Y,FR	0.2 	0.2 	0.2 	0.2 	0.2 	0.2 	0.1 	0.1 	0.0 	0.0 	0.1 
D,GE10,AVG_3Y,HR	0.3 b	0.3 b	0.5 b	0.5 	0.4 	0.1 	0.1 	: 	: 	: 	: 
D,GE10,AVG_3Y,HU	1.1 p	0.9 	0.7 	0.6 	0.5 	0.6 	0.7 	0.8 	0.9 	: 	: 
D,GE10,AVG_3Y,IE	0.6 p	0.5 	0.4 	0.4 	0.3 	0.3 	0.4 	0.5 	0.6 	: 	: 
D,GE10,AVG_3Y,IT	0.6 p	0.5 p	0.5 p	0.5 p	0.5 p	0.4 p	0.3 p	0.4 p	0.5 p	0.5 p	0.5 p
D,GE10,AVG_3Y,LT	1.7 	1.2 	1.0 	1.0 	1.1 	0.9 	0.8 	0.6 	0.8 	: 	: 
D,GE10,AVG_3Y,LU	1.0 	0.9 	1.0 	0.7 	0.6 	0.6 	0.7 	0.6 	0.5 	: 	: 
D,GE10,AVG_3Y,LV	1.7 	1.5 	1.4 	1.4 	1.4 	1.2 	1.2 	1.1 	1.2 	: 	: 
D,GE10,AVG_3Y,MT	4.6 	: 	: 	: 	: 	0.0 u	0.2 	0.3 	: 	: 	: 
D,GE10,AVG_3Y,NO	1.1 	0.9 	0.9 	1.1 	1.4 	1.7 	1.8 	: 	: 	: 	: 
D,GE10,AVG_3Y,PL	0.3 	0.3 	0.2 	0.1 	0.1 	0.1 	0.1 	0.2 	: 	: 	: 
D,GE10,AVG_3Y,PT	: c	: c	: c	: c	: c	: c	: c	0.3 	0.3 	: 	: 
D,GE10,AVG_3Y,RO	0.6 	0.5 	0.3 	0.2 	0.1 	0.1 	0.1 	0.2 	: 	: 	: 
D,GE10,AVG_3Y,SE	2.7 	2.5 	2.3 	2.1 	1.9 	1.7 	1.4 	1.3 	: 	: 	: 
D,GE10,AVG_3Y,SI	0.4 u	0.4 b	0.4 b	0.3 b	0.2 	0.2 	0.2 	0.2 	0.2 	: 	: 
D,GE10,AVG_3Y,SK	3.1 	3.2 	3.4 	3.5 	3.1 	2.5 	2.0 	2.1 	2.2 	: 	: 
D,GE10,AVG_A,BE	2.9 	2.2 	1.8 	1.7 	1.0 	1.4 b	2.5 b	: 	: 	: 	: 
D,GE10,AVG_A,BG	0.8 p	1.0 p	1.2 	1.0 	0.6 	0.5 	1.2 	1.0 	1.3 	1.1 	: 
D,GE10,AVG_A,CY	0.8 	0.8 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.2 	: 
D,GE10,AVG_A,CZ	0.4 	0.4 	0.4 	0.3 	0.2 	0.1 	0.1 	0.1 	0.1 	0.1 	1.3 
D,GE10,AVG_A,DE	0.8 	0.6 	0.7 	0.7 	0.6 	0.8 	0.8 	0.9 	: 	: 	: 
D,GE10,AVG_A,DK	2.3 p	2.0 	2.2 	1.5 	1.6 	1.2 	1.1 	0.9 	0.7 	: 	: 
D,GE10,AVG_A,EE	1.7 	1.4 	1.2 	0.8 	1.5 	1.1 	2.4 	1.6 	1.1 	0.8 	2.1 
D,GE10,AVG_A,EL	0.1 	0.2 	0.1 	0.0 	0.0 	: 	0.0 	: 	0.3 	0.1 	: 
D,GE10,AVG_A,ES	0.5 p	0.8 	0.9 	0.4 	0.8 	0.5 b	0.0 	0.1 	0.2 	0.2 	: 
D,GE10,AVG_A,FI	: c	: c	: c	: c	: c	: c	2.1 	2.7 	2.1 	1.5 	: 
D,GE10,AVG_A,FR	0.2 	0.2 	0.2 	0.2 	0.1 	0.2 	0.1 	0.1 	0.1 	0.0 	0.0 
D,GE10,AVG_A,HR	0.3 	0.3 	0.3 b	0.2 	1.0 	0.2 	0.1 	0.0 	0.2 	: 	: 
D,GE10,AVG_A,HU	1.5 p	1.1 	0.8 	0.9 	0.5 	0.5 	0.5 	0.7 	0.8 	0.8 	0.9 
D,GE10,AVG_A,IE	0.7 p	0.7 	0.4 	0.4 	0.4 	0.4 	0.2 	0.4 	0.5 	0.5 	0.9 
D,GE10,AVG_A,IT	0.5 p	0.5 p	0.6 p	0.3 p	0.6 p	0.8 p	0.2 p	0.3 p	0.3 p	0.4 p	0.7 p
D,GE10,AVG_A,LT	2.2 	1.8 	1.0 	0.9 	1.0 	1.1 	1.0 	0.6 	0.6 	0.5 	1.2 
D,GE10,AVG_A,LU	0.9 	0.9 	1.1 	0.7 	1.1 	0.4 	0.4 	0.9 	0.8 	0.2 	0.3 
D,GE10,AVG_A,LV	1.8 	2.0 	1.1 	1.5 	1.5 	1.2 	1.5 	0.9 	1.3 	1.1 	1.1 
D,GE10,AVG_A,MT	2.7 b	6.0 b	5.0 p	: 	: 	0.1 u	0.0 u	0.0 u	0.5 	0.5 	: 
D,GE10,AVG_A,NO	1.5 	1.0 	0.7 	0.9 	1.1 	1.5 	1.8 	1.9 	1.7 	: 	: 
D,GE10,AVG_A,PL	0.4 	0.3 	0.3 	0.2 	0.2 	0.1 	0.1 	0.1 	0.2 	0.2 	: 
D,GE10,AVG_A,PT	: c	: c	: c	: c	: c	: c	: c	: c	: c	0.4 	0.2 
D,GE10,AVG_A,RO	0.6 	0.7 	0.5 	0.2 	0.2 	0.1 	0.1 	0.1 	0.1 	0.3 	: 
D,GE10,AVG_A,SE	3.0 	2.6 	2.5 	2.4 	2.0 	2.0 	1.6 	1.5 	1.3 	1.3 	: 
D,GE10,AVG_A,SI	0.4 	0.3 	0.5 u	0.2 b	0.3 	0.2 	0.1 	0.2 	0.1 	0.1 	0.2 
D,GE10,AVG_A,SK	3.0 	3.2 	3.1 	3.4 	3.7 	3.4 	2.2 	1.9 	1.8 	2.6 	2.2 
D,TOTAL,AVG_3Y,AT	0.7 	0.6 	0.5 	0.4 	0.6 	0.8 	0.8 	0.7 	: 	: 	: 
D,TOTAL,AVG_3Y,BE	2.3 	1.9 	1.5 	1.4 	1.7 	: 	: 	: 	: 	: 	: 
D,TOTAL,AVG_3Y,BG	1.0 p	1.0 p	0.9 	0.7 	0.8 	0.9 	1.1 	1.1 	: 	: 	: 
D,TOTAL,AVG_3Y,CH	1.6 	1.4 	1.3 	1.2 	1.2 	1.4 	1.6 	1.7 	1.9 	1.9 	1.8 
D,TOTAL,AVG_3Y,CY	0.5 	0.2 	0.0 	0.0 	0.0 	0.0 	0.0 	0.1 	: 	: 	: 
D,TOTAL,AVG_3Y,CZ	0.6 	0.5 	0.4 	0.2 	0.2 	0.1 	0.1 	0.1 	0.4 	: 	: 
D,TOTAL,AVG_3Y,DE	0.8 	0.8 	0.8 	0.8 	0.8 	0.9 	: 	: 	: 	: 	: 
D,TOTAL,AVG_3Y,DK	2.0 p	1.8 	1.6 	1.3 	1.2 	1.1 	0.9 	: 	: 	: 	: 
D,TOTAL,AVG_3Y,EA	0.8 e	0.7 e	0.7 e	0.7 	0.7 	: 	: 	: 	: 	: 	: 
D,TOTAL,AVG_3Y,EA19	0.8 e	0.7 e	0.7 e	0.7 	0.7 	: 	: 	: 	: 	: 	: 
D,TOTAL,AVG_3Y,EE	1.4 	1.1 	1.1 	1.1 	1.6 	1.6 	1.7 	1.1 	1.4 	: 	: 
D,TOTAL,AVG_3Y,EL	0.2 	0.1 	0.1 	0.0 	0.0 	: 	: 	: 	: 	: 	: 
D,TOTAL,AVG_3Y,ES	0.7 p	0.7 	0.7 	0.6 b	0.5 b	0.3 b	0.2 	0.2 	: 	: 	: 
D,TOTAL,AVG_3Y,EU	1.0 e	1.0 e	0.9 e	0.9 	0.8 	: 	: 	: 	: 	: 	: 
D,TOTAL,AVG_3Y,EU27	1.0 e	1.0 e	0.9 e	0.9 	0.8 	: 	: 	: 	: 	: 	: 
D,TOTAL,AVG_3Y,EU28	1.0 e	1.0 e	0.9 e	0.9 	0.8 	: 	: 	: 	: 	: 	: 
D,TOTAL,AVG_3Y,FI	: c	: c	: c	: c	: c	: c	2.1 	2.0 	: 	: 	: 
D,TOTAL,AVG_3Y,HR	0.3 b	0.2 b	0.5 b	0.5 	0.4 	: 	: 	: 	: 	: 	: 
D,TOTAL,AVG_3Y,HU	1.1 p	0.9 	0.7 	0.6 	0.5 	0.6 	0.7 	0.8 	0.9 	: 	: 
D,TOTAL,AVG_3Y,IE	0.5 p	0.5 	0.4 	0.4 	0.3 	0.3 	0.4 	0.5 	0.7 	: 	: 
D,TOTAL,AVG_3Y,LT	1.5 	1.1 	0.8 	0.9 	1.0 	0.9 	0.8 	0.6 	0.7 	: 	: 
D,TOTAL,AVG_3Y,LU	1.0 	0.9 	0.9 	0.7 	0.6 	0.6 	0.7 	0.6 	0.4 	: 	: 
D,TOTAL,AVG_3Y,LV	1.6 	1.4 	1.3 	1.3 	1.3 	1.2 	1.2 	1.0 	1.1 	: 	: 
D,TOTAL,AVG_3Y,MK	0.2 	0.2 	0.2 	0.2 	0.3 	: 	: 	: 	: 	: 	: 
D,TOTAL,AVG_3Y,NL	2.7 p	2.6 p	2.4 p	2.0 p	1.8 	2.0 	2.4 	2.7 	2.8 	2.9 	2.9 
D,TOTAL,AVG_3Y,NO	1.1 	0.9 	0.9 	1.2 	1.5 	1.8 	1.8 	1.8 	: 	: 	: 
D,TOTAL,AVG_3Y,PL	0.3 	0.3 	0.2 	0.2 	0.1 	0.1 	0.2 	0.2 	: 	: 	: 
D,TOTAL,AVG_3Y,PT	: c	: c	: c	: c	: c	: c	: c	0.4 	0.3 	: 	: 
D,TOTAL,AVG_3Y,RO	0.6 	0.4 	0.3 	0.2 	0.1 	0.1 	0.1 	0.2 	: 	: 	: 
D,TOTAL,AVG_3Y,SE	2.8 	2.6 	2.4 	2.2 	1.9 	1.7 	1.4 	1.3 	: 	: 	: 
D,TOTAL,AVG_3Y,SI	0.6 u	0.5 b	0.5 b	0.4 b	0.3 	0.3 	0.3 	0.3 	0.2 	: 	: 
D,TOTAL,AVG_3Y,SK	3.0 	3.1 	3.3 	3.4 	2.9 	2.4 	1.9 	2.0 	2.1 	: 	: 
D,TOTAL,AVG_3Y,UK	2.7 p	3.0 	3.2 	3.3 	3.0 	2.7 	2.5 	2.5 	2.8 	2.8 	2.8 
D,TOTAL,AVG_A,AT	0.9 	0.5 	0.8 	0.5 	0.3 	0.5 	1.1 	0.8 	0.4 	0.8 	: 
D,TOTAL,AVG_A,BE	3.0 	2.2 	1.8 	1.7 	1.0 	1.4 b	2.5 b	: 	: 	: 	: 
D,TOTAL,AVG_A,BG	0.8 p	1.0 p	1.2 	0.9 	0.6 	0.5 	1.1 	0.9 	1.3 	1.2 	: 
D,TOTAL,AVG_A,CH	1.9 	1.5 	1.3 	1.4 	1.2 	1.2 	1.3 	1.7 	1.9 	1.7 	2.2 
D,TOTAL,AVG_A,CY	0.8 	0.7 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.2 	: 
D,TOTAL,AVG_A,CZ	0.6 	0.7 	0.5 	0.4 	0.3 	0.1 	0.1 	0.1 	0.1 	0.1 	1.2 
D,TOTAL,AVG_A,DE	1.0 	0.7 	0.8 	0.8 	0.7 	0.9 	0.9 	1.0 	: 	: 	: 
D,TOTAL,AVG_A,DK	2.0 p	1.9 	2.1 	1.3 	1.4 	1.3 	1.0 	1.0 	0.7 	: 	: 
D,TOTAL,AVG_A,EA	0.9 e	0.7 e	0.8 e	0.7 e	0.6 e	0.7 e	0.7 e	: 	: 	: 	: 
D,TOTAL,AVG_A,EA19	0.9 e	0.7 e	0.8 e	0.7 e	0.6 e	0.7 e	0.7 e	: 	: 	: 	: 
D,TOTAL,AVG_A,EE	1.6 	1.3 	1.2 	0.8 	1.4 	1.1 	2.3 	1.5 	1.2 	0.7 	2.2 
D,TOTAL,AVG_A,EL	0.1 	0.2 	0.2 	0.0 	0.0 	: c	0.0 	: 	0.2 	0.2 	: 
D,TOTAL,AVG_A,ES	0.5 p	0.8 	0.9 	0.4 	0.7 	0.6 b	0.1 	0.1 	0.2 	0.3 	: 
D,TOTAL,AVG_A,EU	1.1 e	1.0 e	1.0 e	0.9 e	0.9 e	0.9 e	0.8 e	: 	: 	: 	: 
D,TOTAL,AVG_A,EU27	1.1 e	1.0 e	1.0 e	0.9 e	0.9 e	0.9 e	0.8 e	: 	: 	: 	: 
D,TOTAL,AVG_A,EU28	1.1 e	1.0 e	1.0 e	0.9 e	0.9 e	0.9 e	0.8 e	: 	: 	: 	: 
D,TOTAL,AVG_A,FI	: c	: c	: c	: c	: c	: c	2.0 	2.3 	2.0 	1.8 	: 
D,TOTAL,AVG_A,HR	0.3 	0.3 	0.3 b	0.2 	1.0 	0.2 	0.1 	: 	: 	: 	: 
D,TOTAL,AVG_A,HU	1.5 p	1.1 	0.8 	0.9 	0.5 	0.5 	0.5 	0.6 	0.9 	0.9 	0.9 
D,TOTAL,AVG_A,IE	0.6 p	0.6 	0.4 	0.4 	0.4 	0.4 	0.2 	0.4 	0.7 	0.5 	0.8 
D,TOTAL,AVG_A,LT	2.0 	1.5 	0.9 	0.8 	0.9 	1.1 	1.0 	0.6 	0.6 	0.4 	1.2 
D,TOTAL,AVG_A,LU	0.9 	0.9 	1.1 	0.7 	1.0 	0.4 	0.4 	0.9 	0.8 	0.2 	0.3 
D,TOTAL,AVG_A,LV	1.8 	1.8 	1.1 	1.4 	1.4 	1.2 	1.5 	0.8 	1.2 	1.1 	1.1 
D,TOTAL,AVG_A,MK	0.3 	0.1 	0.2 	0.2 	0.2 	0.1 	0.7 	: 	: 	: 	: 
D,TOTAL,AVG_A,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: c	: 
D,TOTAL,AVG_A,NL	2.8 p	2.4 p	3.0 p	2.4 p	1.9 	1.7 	1.7 	2.5 	3.0 	2.4 	3.1 
D,TOTAL,AVG_A,NO	1.5 	1.0 	0.7 	0.9 	1.2 	1.6 	1.8 	1.9 	1.8 	: c	: 
D,TOTAL,AVG_A,PL	0.4 	0.3 	0.3 	0.2 	0.2 	0.1 	0.1 	0.2 	0.2 	0.2 	: 
D,TOTAL,AVG_A,PT	: c	: c	: c	: c	: c	: c	: c	: c	: c	0.4 	0.2 
D,TOTAL,AVG_A,RO	0.5 	0.7 	0.5 	0.2 	0.2 	0.1 	0.1 	0.1 	0.1 	0.3 	: 
D,TOTAL,AVG_A,SE	3.0 	2.8 	2.6 	2.5 	2.0 	2.1 	1.5 	1.4 	1.2 	1.2 	: 
D,TOTAL,AVG_A,SI	0.5 u	0.5 u	0.6 u	0.3 b	0.5 	0.3 	0.2 	0.4 	0.3 	0.2 	0.2 
D,TOTAL,AVG_A,SK	2.9 	3.1 	2.9 	3.3 	3.6 	3.2 	2.0 	1.9 	1.8 	2.5 	2.1 
D,TOTAL,AVG_A,UK	2.4 p	2.8 	2.9 	3.1 	3.5 	3.2 	2.5 	2.5 	2.5 	2.5 	3.2 
E,GE10,AVG_3Y,BE	1.8 	1.5 	1.2 	0.9 	1.2 	: 	: 	: 	: 	: 	: 
E,GE10,AVG_3Y,BG	0.4 p	0.3 p	0.3 	0.3 	0.3 	0.3 	0.4 	0.5 	: 	: 	: 
E,GE10,AVG_3Y,CY	0.7 	0.4 	0.3 	0.6 	0.9 	1.6 	1.9 	2.7 	: 	: 	: 
E,GE10,AVG_3Y,CZ	2.4 	1.8 	1.5 	0.9 	0.7 	0.5 	0.5 	0.6 	1.0 	: 	: 
E,GE10,AVG_3Y,DE	1.5 	1.2 	1.1 	0.9 	0.9 	0.8 	: 	: 	: 	: 	: 
E,GE10,AVG_3Y,DK	1.3 p	1.1 	1.1 	1.1 	1.0 	0.7 	0.5 	: 	: 	: 	: 
E,GE10,AVG_3Y,EE	1.2 	1.0 	0.7 	0.7 	0.8 	0.9 	0.8 	0.7 	0.7 	: 	: 
E,GE10,AVG_3Y,EL	2.2 	1.2 	0.8 	: 	: 	: 	0.6 	1.4 	: 	: 	: 
E,GE10,AVG_3Y,ES	0.2 p	0.2 	0.1 	0.1 b	0.2 b	0.2 b	0.3 	0.4 	: 	: 	: 
E,GE10,AVG_3Y,FI	1.1 	0.7 	0.8 	1.0 b	0.8 b	1.0 b	1.1 	1.0 	: 	: 	: 
E,GE10,AVG_3Y,FR	0.5 	0.4 	0.4 	0.4 	0.4 	0.4 	0.2 	0.2 	0.2 	0.3 	0.4 
E,GE10,AVG_3Y,HR	0.6 b	0.6 b	0.6 b	0.6 	0.5 	0.4 	0.2 	: 	: 	: 	: 
E,GE10,AVG_3Y,HU	1.3 p	1.0 	0.9 	0.7 	0.6 	0.5 	0.8 	0.9 	0.9 	: 	: 
E,GE10,AVG_3Y,IT	0.5 p	0.4 p	0.3 p	0.3 p	0.3 p	0.4 p	0.5 p	0.5 	0.6 	: c	: c
E,GE10,AVG_3Y,LT	1.5 	1.2 	0.9 	0.7 	0.7 	0.8 	0.7 	0.6 	0.7 	: 	: 
E,GE10,AVG_3Y,LU	0.7 	0.6 	0.5 	0.3 	0.2 	0.2 	0.2 	0.2 	0.2 	: 	: 
E,GE10,AVG_3Y,LV	2.0 	1.6 	1.7 	1.4 	1.1 	0.6 	0.6 	0.6 	0.7 	: 	: 
E,GE10,AVG_3Y,MT	1.7 b	2.2 b	3.0 b	2.0 b	1.7 p	0.6 u	1.0 	0.9 	: 	: 	: 
E,GE10,AVG_3Y,NO	1.7 	1.7 	1.7 	1.7 	1.9 	2.0 	2.0 	: 	: 	: 	: 
E,GE10,AVG_3Y,PL	0.4 	0.3 	0.2 	0.2 	0.2 	0.3 	0.3 	0.4 	: 	: 	: 
E,GE10,AVG_3Y,PT	: c	: c	: c	: c	: c	: c	: c	0.6 	0.5 	: 	: 
E,GE10,AVG_3Y,RO	1.2 	1.2 	1.1 	1.2 	1.1 	1.1 	0.8 	0.6 	: 	: 	: 
E,GE10,AVG_3Y,SE	1.7 	1.5 	1.3 	1.2 	1.1 	1.0 	1.1 	0.9 	: 	: 	: 
E,GE10,AVG_3Y,SI	0.6 u	: c	: c	: c	0.3 	0.2 	0.2 	0.3 	0.3 	: 	: 
E,GE10,AVG_3Y,SK	0.7 	0.6 	0.7 	0.6 	0.7 	0.7 	0.8 	0.9 	0.8 	: 	: 
E,GE10,AVG_A,BE	2.1 	2.0 	1.4 	1.1 	1.1 	0.7 b	1.8 b	: 	: 	: 	: 
E,GE10,AVG_A,BG	0.5 p	0.4 p	0.3 	0.2 	0.2 	0.3 	0.3 	0.4 	0.5 	0.6 	: 
E,GE10,AVG_A,CY	1.2 	0.5 	0.5 	0.2 	0.3 	1.3 	1.2 	2.2 	2.2 	3.8 	: 
E,GE10,AVG_A,CZ	3.0 	2.0 	2.1 	1.4 	0.9 	0.5 	0.7 	0.4 	0.5 	0.8 	1.8 
E,GE10,AVG_A,DE	1.9 	1.4 	1.2 	1.1 	0.9 	0.8 	0.8 	0.8 	: 	: 	: 
E,GE10,AVG_A,DK	1.5 p	1.0 	1.3 	0.9 	1.2 	1.0 	0.7 	0.3 	0.5 	: 	: 
E,GE10,AVG_A,EE	1.4 	1.3 	1.0 	0.8 	0.4 	1.0 	1.0 	0.8 	0.6 	0.6 	1.0 
E,GE10,AVG_A,EL	4.2 	1.4 	0.9 	1.3 	0.2 	: 	0.3 	0.7 	0.8 	2.8 	: 
E,GE10,AVG_A,ES	0.3 p	0.2 	0.2 	0.1 	0.2 	0.1 b	0.3 	0.2 	0.5 	0.5 	: 
E,GE10,AVG_A,FI	1.8 	0.7 	0.8 	0.7 	0.9 	1.3 b	0.3 	1.5 	1.5 	0.1 	: 
E,GE10,AVG_A,FR	0.5 	0.4 	0.4 	0.3 	0.4 	0.5 	0.3 	0.2 	0.1 	0.1 	0.3 
E,GE10,AVG_A,HR	0.8 	0.6 	0.6 b	0.6 	0.5 	0.8 	0.2 	0.2 	0.1 	: 	: 
E,GE10,AVG_A,HU	1.6 p	1.2 	1.0 	0.8 	0.7 	0.5 	0.5 	0.5 	1.3 	0.8 	0.7 
E,GE10,AVG_A,IT	0.7 p	0.5 p	0.4 p	0.3 p	0.3 p	0.3 p	0.4 p	0.6 p	0.4 p	0.5 p	0.8 p
E,GE10,AVG_A,LT	1.7 	1.5 	1.3 	0.7 	0.7 	0.7 	0.8 	0.8 	0.6 	0.3 	1.2 
E,GE10,AVG_A,LU	0.8 	0.5 	0.9 	0.5 	0.2 	0.2 	0.2 	0.3 	0.1 	0.1 	0.2 
E,GE10,AVG_A,LV	2.6 	1.9 	1.5 	1.4 	2.1 	0.7 	0.5 	0.7 	0.7 	0.4 	0.9 
E,GE10,AVG_A,MT	0.5 b	1.5 b	3.3 p	1.7 b	3.8 p	0.3 u	1.0 u	0.6 u	1.3 	0.8 	: 
E,GE10,AVG_A,NO	1.6 	1.5 	1.9 	1.6 	1.6 	1.9 	2.1 	2.1 	1.8 	: 	: 
E,GE10,AVG_A,PL	0.6 	0.3 	0.3 	0.2 	0.2 	0.2 	0.2 	0.3 	0.3 	0.5 	: 
E,GE10,AVG_A,PT	: c	: c	: c	: c	: c	: c	: c	: c	: c	0.2 	0.4 
E,GE10,AVG_A,RO	1.3 	1.2 	1.2 	1.2 	0.9 	1.4 	1.1 	0.9 	0.5 	0.5 	: 
E,GE10,AVG_A,SE	2.2 	1.7 	1.3 	1.5 	1.2 	1.0 	1.3 	0.8 	1.1 	0.8 	: 
E,GE10,AVG_A,SI	0.7 	0.6 	0.4 u	: c	0.4 	0.3 	0.2 	0.3 	0.2 	0.3 	0.4 
E,GE10,AVG_A,SK	0.7 	0.6 	0.6 	0.6 	0.7 	0.6 	0.7 	0.8 	0.9 	0.9 	0.6 
E,TOTAL,AVG_3Y,AT	0.9 	0.5 	0.5 	0.7 	0.7 	1.2 	1.1 	1.1 	: 	: 	: 
E,TOTAL,AVG_3Y,BE	1.9 	1.6 	1.2 	1.0 	1.2 	: 	: 	: 	: 	: 	: 
E,TOTAL,AVG_3Y,BG	0.4 p	0.3 p	0.2 	0.3 	0.3 	0.3 	0.4 	0.5 	: 	: 	: 
E,TOTAL,AVG_3Y,CH	0.7 	0.6 	0.5 	0.5 	0.5 	0.5 	0.5 	0.5 	0.6 	0.8 	0.8 
E,TOTAL,AVG_3Y,CY	0.6 	0.3 	0.3 	0.5 	1.4 	2.0 	2.2 	2.5 	: 	: 	: 
E,TOTAL,AVG_3Y,CZ	2.4 	1.9 	1.5 	1.0 	0.7 	0.6 	0.5 	0.5 	0.9 	: 	: 
E,TOTAL,AVG_3Y,DE	1.7 	1.4 	1.2 	1.0 	0.9 	0.9 	: 	: 	: 	: 	: 
E,TOTAL,AVG_3Y,DK	1.1 p	0.9 	1.2 	1.1 	1.0 	0.6 	0.5 	: 	: 	: 	: 
E,TOTAL,AVG_3Y,EE	1.1 	0.9 	0.6 	0.9 	0.9 	1.0 	0.7 	0.6 	0.7 	: 	: 
E,TOTAL,AVG_3Y,EL	2.2 	1.5 	1.5 	: c	: c	: c	1.2 	1.9 	: 	: 	: 
E,TOTAL,AVG_3Y,ES	0.2 p	0.2 	0.2 	0.2 b	0.3 b	0.3 b	0.4 	0.5 	: 	: 	: 
E,TOTAL,AVG_3Y,FI	1.5 	1.5 	1.3 	1.2 b	1.1 b	1.8 b	2.3 	2.0 	: 	: 	: 
E,TOTAL,AVG_3Y,HR	0.6 b	0.6 b	0.5 b	0.6 	0.5 	: 	: 	: 	: 	: 	: 
E,TOTAL,AVG_3Y,HU	1.3 p	1.0 	0.9 	0.7 	0.6 	0.5 	0.8 	0.8 	0.9 	: 	: 
E,TOTAL,AVG_3Y,LT	1.5 	1.1 	0.9 	0.7 	0.7 	0.8 	0.7 	0.5 	0.7 	: 	: 
E,TOTAL,AVG_3Y,LU	0.7 	0.6 	0.5 	0.3 	0.2 	0.2 	0.2 	0.2 	0.2 	: 	: 
E,TOTAL,AVG_3Y,LV	2.0 	1.6 	1.5 	1.3 	1.0 	0.6 	0.6 	0.6 	0.7 	: 	: 
E,TOTAL,AVG_3Y,MK	0.4 	0.5 	0.6 	0.7 	0.9 	: 	: 	: 	: 	: 	: 
E,TOTAL,AVG_3Y,NL	2.5 p	1.8 p	1.4 p	1.1 p	1.0 	1.1 	1.4 	1.6 	2.2 	2.5 	2.6 
E,TOTAL,AVG_3Y,NO	1.7 	1.6 	1.6 	1.6 	1.9 	2.1 	2.1 	2.2 	: 	: 	: 
E,TOTAL,AVG_3Y,PL	0.5 	0.4 	0.3 	0.3 	0.2 	0.3 	0.3 	0.4 	: 	: 	: 
E,TOTAL,AVG_3Y,PT	: c	: c	: c	: c	: c	: c	: c	0.5 	0.5 	: 	: 
E,TOTAL,AVG_3Y,RO	1.2 	1.2 	1.1 	1.2 	1.1 	1.1 	0.8 	0.6 	: 	: 	: 
E,TOTAL,AVG_3Y,SE	1.8 	1.6 	1.4 	1.3 	1.1 	1.1 	1.2 	1.0 	: 	: 	: 
E,TOTAL,AVG_3Y,SI	0.7 u	: c	: c	: c	0.4 	0.3 	0.3 	0.3 	0.4 	: 	: 
E,TOTAL,AVG_3Y,SK	0.6 	0.6 	0.6 	0.6 	0.6 	0.6 	0.8 	0.9 	0.8 	: 	: 
E,TOTAL,AVG_3Y,UK	1.7 p	1.6 	1.4 	1.2 	1.0 	1.0 	1.0 	0.9 	1.1 	1.1 	1.3 
E,TOTAL,AVG_A,AT	1.5 	0.6 	0.6 	0.4 	0.5 	1.0 	0.7 	1.9 	0.6 	0.8 	: 
E,TOTAL,AVG_A,BE	2.1 	2.1 	1.4 	1.2 	1.1 	0.7 b	1.9 b	: 	: 	: 	: 
E,TOTAL,AVG_A,BG	0.5 p	0.4 p	0.3 	0.2 	0.3 	0.3 	0.3 	0.4 	0.5 	0.5 	: 
E,TOTAL,AVG_A,CH	1.0 	0.6 	0.6 	0.5 	0.4 	0.5 	0.5 	0.5 	0.5 	0.6 	0.8 
E,TOTAL,AVG_A,CY	1.0 	0.4 	0.4 	0.2 	0.2 	1.2 	2.8 	1.9 	2.0 	3.6 	: 
E,TOTAL,AVG_A,CZ	3.1 	2.1 	2.1 	1.4 	0.9 	0.6 	0.7 	0.4 	0.5 	0.7 	1.7 
E,TOTAL,AVG_A,DE	2.1 	1.6 	1.4 	1.1 	1.0 	0.9 	0.9 	0.8 	: 	: 	: 
